00100010000000018624977横浜市緑区                                                  000000018
00100010000000027189264目黒区                                                    000000023
00100010000000030792228横浜市南区                                                  000000002
00100010000000048218109足立区                                                    000000034
00100010000000057954999富津市                                                    000000021
00100010000000062573888西多摩郡奥多摩町                                               000000043
00100010000000075086526香取郡東庄町                                                 000000005
00100010000000087788293白井市                                                    000000036
00100010000000098623105横浜市港南区                                                 000000021
00100010000000100798640足立区                                                    000000044
00100010000000115568589八街市                                                    000000023
00100010000000123461419千代田区                                                   000000047
00100010000000131585654長生郡長柄町                                                 000000028
00100010000000147410374国立市                                                    000000021
00100010000000158836510横浜市都筑区                                                 000000043
00100010000000160811044横浜市西区                                                  000000040
00100010000000173962320昭島市                                                    000000032
00100010000000184515721印西市                                                    000000046
00100010000000198173895四街道市                                                   000000019
00100010000000208893401南房総市                                                   000000002
00100010000000210143562香取郡東庄町                                                 000000042
00100010000000222156395西多摩郡奥多摩町                                               000000046
00100010000000238057457青梅市                                                    000000045
00100010000000246514174横浜市磯子区                                                 000000033
00100010000000253446225北区                                                     000000004
00100010000000265757162新島村                                                    000000029
00100010000000275819160府中市                                                    000000026
00100010000000285291680八千代市                                                   000000001
00100010000000290108592川崎市中原区                                                 000000047
00100010000000305146380町田市                                                    000000025
00100010000000315840577武蔵村山市                                                  000000015
00100010000000325719602国立市                                                    000000032
00100010000000337250877南房総市                                                   000000023
00100010000000349164948福生市                                                    000000022
00100010000000353213451文京区                                                    000000002
00100010000000366302402香取市                                                    000000010
00100010000000374259325長生郡長生村                                                 000000018
00100010000000384165341中野区                                                    000000022
00100010000000394206102品川区                                                    000000006
00100010000000406900008富津市                                                    000000015
00100010000000419164016横浜市泉区                                                  000000041
00100010000000423009621渋谷区                                                    000000021
00100010000000437375293大島町                                                    000000039
00100010000000443197297川崎市多摩区                                                 000000035
00100010000000454397157西多摩郡奥多摩町                                               000000042
00100010000000465072053長生郡長南町                                                 000000011
00100010000000477192915中野区                                                    000000034
00100010000000481824602夷隅郡大多喜町                                                000000009
00100010000000490182042我孫子市                                                   000000031
00100010000000508356399南房総市                                                   000000033
00100010000000516511407三鷹市                                                    000000035
00100010000000526215952長生郡長生村                                                 000000013
00100010000000535506984国立市                                                    000000005
00100010000000542636068横浜市栄区                                                  000000035
00100010000000552065421大網白里市                                                  000000042
00100010000000562770245横浜市神奈川区                                                000000018
00100010000000579551293八千代市                                                   000000028
00100010000000585761258渋谷区                                                    000000013
00100010000000592876886北区                                                     000000019
00100010000000607852085長生郡一宮町                                                 000000005
00100010000000614896754横浜市南区                                                  000000012
